country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Jordan,JO,JOR,400,Egg and/or flesh foods consumption (6-23months),2007,65.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Egg and/or flesh foods consumption (6-23months),2012,60.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Egg and/or flesh foods consumption (6-23months),2017,59.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Egg and/or flesh foods consumption (6-23months),2019,62.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Egg and/or flesh foods consumption (6-23months),2023,62.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kazakhstan,KZ,KAZ,398,Egg and/or flesh foods consumption (6-23months),2015,68.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kazakhstan,KZ,KAZ,398,Egg and/or flesh foods consumption (6-23months),2015,72.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kazakhstan,KZ,KAZ,398,Egg and/or flesh foods consumption (6-23months),2015,70.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Egg and/or flesh foods consumption (6-23months),2014,33.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Egg and/or flesh foods consumption (6-23months),2022,26.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Egg and/or flesh foods consumption (6-23months),2014,33.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Egg and/or flesh foods consumption (6-23months),2022,28.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Egg and/or flesh foods consumption (6-23months),2014,33.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Egg and/or flesh foods consumption (6-23months),2022,27.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Egg and/or flesh foods consumption (6-23months),2009,68.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Egg and/or flesh foods consumption (6-23months),2018,59.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Egg and/or flesh foods consumption (6-23months),2009,71.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Egg and/or flesh foods consumption (6-23months),2018,56.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Egg and/or flesh foods consumption (6-23months),2009,70.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Egg and/or flesh foods consumption (6-23months),2018,57.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2012,62.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2014,69.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2018,77.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2021,73.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2023,79.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2012,59.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2014,72.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2018,76.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2021,72.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2023,78.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2012,60.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2014,71.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2018,77.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2021,73.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Egg and/or flesh foods consumption (6-23months),2023,78.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Egg and/or flesh foods consumption (6-23months),2017,77.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Egg and/or flesh foods consumption (6-23months),2017,79.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Egg and/or flesh foods consumption (6-23months),2017,79.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Egg and/or flesh foods consumption (6-23months),2021,36.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Egg and/or flesh foods consumption (6-23months),2021,41.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Egg and/or flesh foods consumption (6-23months),2021,38.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Egg and/or flesh foods consumption (6-23months),2023,38.3,Total,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2009,53.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2014,41.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2018,40.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2024,34.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2009,49.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2014,39.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2018,39.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2024,30.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2009,51.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2014,40.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2018,39.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Egg and/or flesh foods consumption (6-23months),2024,32.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2007,58.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2013,46.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2019,50.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2007,59.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2013,43.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2019,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2007,58.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2013,44.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Egg and/or flesh foods consumption (6-23months),2019,49.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2009,41.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2018,45.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2021,44.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2009,43.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2018,48.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2021,43.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2009,42.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2018,47.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Egg and/or flesh foods consumption (6-23months),2021,44.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2010,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2014,35.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2015,37.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2020,34.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2010,43.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2014,36.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2015,37.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2020,37.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2010,44.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2014,36.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2015,37.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Egg and/or flesh foods consumption (6-23months),2020,36.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Egg and/or flesh foods consumption (6-23months),2009,57.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Egg and/or flesh foods consumption (6-23months),2017,75.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Egg and/or flesh foods consumption (6-23months),2009,56.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Egg and/or flesh foods consumption (6-23months),2017,68.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Egg and/or flesh foods consumption (6-23months),2009,57.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Egg and/or flesh foods consumption (6-23months),2017,72.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2010,51.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2015,43.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2018,48.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2019,47.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2020,58.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2021,52.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2010,48.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2015,41.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2018,46.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2019,47.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2020,54.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2021,55.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2010,50.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2015,42.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2018,47.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2019,47.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2020,56.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Egg and/or flesh foods consumption (6-23months),2021,53.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Egg and/or flesh foods consumption (6-23months),2017,68.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Egg and/or flesh foods consumption (6-23months),2017,62.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Egg and/or flesh foods consumption (6-23months),2017,65.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Egg and/or flesh foods consumption (6-23months),2015,49.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Egg and/or flesh foods consumption (6-23months),2020,33.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Egg and/or flesh foods consumption (6-23months),2015,45.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Egg and/or flesh foods consumption (6-23months),2020,34.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Egg and/or flesh foods consumption (6-23months),2015,47.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Egg and/or flesh foods consumption (6-23months),2020,34.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Egg and/or flesh foods consumption (6-23months),2015,73.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Egg and/or flesh foods consumption (6-23months),2015,62.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Egg and/or flesh foods consumption (6-23months),2015,68.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2013,89.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2016,93.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2018,88.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2013,89.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2016,94.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2018,87.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2013,89.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2016,93.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2018,87.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Egg and/or flesh foods consumption (6-23months),2023,85.6,Total,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Egg and/or flesh foods consumption (6-23months),2013,78.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Egg and/or flesh foods consumption (6-23months),2018,74.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Egg and/or flesh foods consumption (6-23months),2013,76.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Egg and/or flesh foods consumption (6-23months),2018,80.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Egg and/or flesh foods consumption (6-23months),2013,77.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Egg and/or flesh foods consumption (6-23months),2018,78.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Egg and/or flesh foods consumption (6-23months),2011,45.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Egg and/or flesh foods consumption (6-23months),2022,37.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Egg and/or flesh foods consumption (6-23months),2011,44.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Egg and/or flesh foods consumption (6-23months),2022,33.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Egg and/or flesh foods consumption (6-23months),2011,45.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Egg and/or flesh foods consumption (6-23months),2022,35.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Egg and/or flesh foods consumption (6-23months),2016,57.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Egg and/or flesh foods consumption (6-23months),2016,59.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Egg and/or flesh foods consumption (6-23months),2016,58.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Egg and/or flesh foods consumption (6-23months),2007,61.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Egg and/or flesh foods consumption (6-23months),2013,65.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Egg and/or flesh foods consumption (6-23months),2007,59.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Egg and/or flesh foods consumption (6-23months),2013,63.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Egg and/or flesh foods consumption (6-23months),2007,60.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Egg and/or flesh foods consumption (6-23months),2013,64.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nauru,NR,NRU,520,Egg and/or flesh foods consumption (6-23months),2023,91.7,Female,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Nauru,NR,NRU,520,Egg and/or flesh foods consumption (6-23months),2023,80.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nauru,NR,NRU,520,Egg and/or flesh foods consumption (6-23months),2023,85.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2006,20.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2011,25.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2014,25.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2016,38.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2019,36.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2022,40.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2006,21.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2011,22.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2014,22.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2016,32.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2019,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2022,34.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2006,21.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2011,24.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2014,24.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2016,35.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2019,39.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Egg and/or flesh foods consumption (6-23months),2022,37.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2012,16.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2018,19.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2019,18.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2020,15.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2021,13.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2022,11.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2012,17.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2018,20.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
